player_name,player_id,player,prof_link,img_link
NOOR AHMAD,20590,noor-ahmad,https://www.iplt20.com/players/noor-ahmad/20590,https://documents.iplt20.com/ipl/IPLHeadshot2026/975.png
ANSHUL KAMBOJ,20702,anshul-kamboj,https://www.iplt20.com/players/anshul-kamboj/20702,https://documents.iplt20.com/ipl/IPLHeadshot2026/3106.png
MUKESH CHOUDHARY,20575,mukesh-choudhary,https://www.iplt20.com/players/mukesh-choudhary/20575,https://documents.iplt20.com/ipl/IPLHeadshot2026/970.png
SHREYAS GOPAL,20696,shreyas-gopal,https://www.iplt20.com/players/shreyas-gopal/20696,https://documents.iplt20.com/ipl/IPLHeadshot2026/192.png
GURJAPNEET SINGH,22032,gurjapneet-singh,https://www.iplt20.com/players/gurjapneet-singh/22032,https://documents.iplt20.com/ipl/IPLHeadshot2026/2256.png
AKEAL HOSEIN,5608,akeal-hosein,https://www.iplt20.com/players/akeal-hosein/5608,https://documents.iplt20.com/ipl/IPLHeadshot2026/722.png
PRASHANT VEER,23008,prashant-veer,https://www.iplt20.com/players/prashant-veer/23008,https://documents.iplt20.com/ipl/IPLHeadshot2026/4541.png
KARTIK SHARMA,23012,kartik-sharma,https://www.iplt20.com/players/kartik-sharma/23012,https://documents.iplt20.com/ipl/IPLHeadshot2026/4540.png
MATTHEW WILLIAM SHORT,2032,matthew-william-short,https://www.iplt20.com/players/matthew-william-short/2032,https://documents.iplt20.com/ipl/IPLHeadshot2026/2032.png
AMAN KHAN,20581,aman-khan,https://www.iplt20.com/players/aman-khan/20581,https://documents.iplt20.com/ipl/IPLHeadshot2026/979.png
SARFARAZ KHAN,1564,sarfaraz-khan,https://www.iplt20.com/players/sarfaraz-khan/1564,https://documents.iplt20.com/ipl/IPLHeadshot2026/139.png
MATT HENRY,1505,matt-henry,https://www.iplt20.com/players/matt-henry/1505,https://documents.iplt20.com/ipl/IPLHeadshot2026/71.png
RAHUL CHAHAR,3763,rahul-chahar,https://www.iplt20.com/players/rahul-chahar/3763,https://documents.iplt20.com/ipl/IPLHeadshot2026/171.png
ZAK FOULKES,23022,zak-foulkes,https://www.iplt20.com/players/zak-foulkes/23022,https://documents.iplt20.com/ipl/IPLHeadshot2026/3493.png
SPENCER JOHNSON,20699,spencer-johnson,https://www.iplt20.com/players/spencer-johnson/20699,https://documents.iplt20.com/ipl/IPLHeadshot2026/2518.png
AKASH MADHWAL,20681,akash-madhwal,https://www.iplt20.com/players/akash-madhwal/20681,https://documents.iplt20.com/ipl/IPLHeadshot2026/1045.png
MACNEIL NORONHA,33342,macneil-noronha,https://www.iplt20.com/players/macneil-noronha/33342,https://documents.iplt20.com/ipl/assets/images/Default-Men.png
DIAN FORRESTER,33343,dian-forrester,https://www.iplt20.com/players/dian-forrester/33343,https://documents.iplt20.com/ipl/assets/images/Default-Men.png
KULDIP YADAV,12480,kuldip-yadav,https://www.iplt20.com/players/kuldip-yadav/12480,https://documents.iplt20.com/ipl/assets/images/Default-Men.png
SHIVAM DUBE,5431,shivam-dube,https://www.iplt20.com/players/shivam-dube/5431,https://documents.iplt20.com/ipl/IPLHeadshot2026/211.png
URVIL PATEL,5653,urvil-patel,https://www.iplt20.com/players/urvil-patel/5653,https://documents.iplt20.com/ipl/IPLHeadshot2026/1486.png
Shubman Gill,3761,shubman-gill,https://www.iplt20.com/players/shubman-gill/3761,https://documents.iplt20.com/ipl/IPLHeadshot2026/62.png
Jos Buttler,509,jos-buttler,https://www.iplt20.com/players/jos-buttler/509,https://documents.iplt20.com/ipl/IPLHeadshot2026/182.png
Kumar Kushagra,20694,kumar-kushagra,https://www.iplt20.com/players/kumar-kushagra/20694,https://documents.iplt20.com/ipl/IPLHeadshot2026/3101.png
Anuj Rawat,10788,anuj-rawat,https://www.iplt20.com/players/anuj-rawat/10788,https://documents.iplt20.com/ipl/IPLHeadshot2026/534.png
Connor Esterhuizen,33339,connor-esterhuizen,https://www.iplt20.com/players/connor-esterhuizen/33339,https://documents.iplt20.com/ipl/IPLHeadshot2026/5035.png
Glenn Phillips,3027,glenn-phillips,https://www.iplt20.com/players/glenn-phillips/3027,https://documents.iplt20.com/ipl/IPLHeadshot2026/635.png
Sai Sudharsan,20592,sai-sudharsan,https://www.iplt20.com/players/sai-sudharsan/20592,https://documents.iplt20.com/ipl/IPLHeadshot2026/976.png
Nishant Sindhu,5615,nishant-sindhu,https://www.iplt20.com/players/nishant-sindhu/5615,https://documents.iplt20.com/ipl/IPLHeadshot2026/791.png
Washington Sundar,2973,washington-sundar,https://www.iplt20.com/players/washington-sundar/2973,https://documents.iplt20.com/ipl/IPLHeadshot2026/20.png
Mohd. Arshad Khan,20599,mohd-arshad-khan,https://www.iplt20.com/players/mohd-arshad-khan/20599,https://documents.iplt20.com/ipl/IPLHeadshot2026/988.png
Sai Kishore,7123,sai-kishore,https://www.iplt20.com/players/sai-kishore/7123,https://documents.iplt20.com/ipl/IPLHeadshot2026/544.png
Jayant Yadav,1740,jayant-yadav,https://www.iplt20.com/players/jayant-yadav/1740,https://documents.iplt20.com/ipl/IPLHeadshot2026/165.png
Jason Holder,1075,jason-holder,https://www.iplt20.com/players/jason-holder/1075,https://documents.iplt20.com/ipl/IPLHeadshot2026/263.png
Rahul Tewatia,1749,rahul-tewatia,https://www.iplt20.com/players/rahul-tewatia/1749,https://documents.iplt20.com/ipl/IPLHeadshot2026/120.png
Shahrukh Khan,7779,shahrukh-khan,https://www.iplt20.com/players/shahrukh-khan/7779,https://documents.iplt20.com/ipl/IPLHeadshot2026/590.png
Kagiso Rabada,1664,kagiso-rabada,https://www.iplt20.com/players/kagiso-rabada/1664,https://documents.iplt20.com/ipl/IPLHeadshot2026/116.png
Mohammed Siraj,3840,mohammed-siraj,https://www.iplt20.com/players/mohammed-siraj/3840,https://documents.iplt20.com/ipl/IPLHeadshot2026/63.png
Prasidh Krishna,5105,prasidh-krishna,https://www.iplt20.com/players/prasidh-krishna/5105,https://documents.iplt20.com/ipl/IPLHeadshot2026/150.png
Manav Suthar,20692,manav-suthar,https://www.iplt20.com/players/manav-suthar/20692,https://documents.iplt20.com/ipl/IPLHeadshot2026/2443.png
Gurnoor Singh Brar,1094,gurnoor-singh-brar,https://www.iplt20.com/players/gurnoor-singh-brar/1094,https://documents.iplt20.com/ipl/IPLHeadshot2026/1231.png
Ishant Sharma,38,ishant-sharma,https://www.iplt20.com/players/ishant-sharma/38,https://documents.iplt20.com/ipl/IPLHeadshot2026/50.png
Ashok Sharma,20584,ashok-sharma,https://www.iplt20.com/players/ashok-sharma/20584,https://documents.iplt20.com/ipl/IPLHeadshot2026/980.png
Luke Wood,20721,luke-wood,https://www.iplt20.com/players/luke-wood/20721,https://documents.iplt20.com/ipl/IPLHeadshot2026/3116.png
Kulwant Khejroliya,3835,kulwant-khejroliya,https://www.iplt20.com/players/kulwant-khejroliya/3835,https://documents.iplt20.com/ipl/IPLHeadshot2026/204.png
Rashid Khan,2885,rashid-khan,https://www.iplt20.com/players/rashid-khan/2885,https://documents.iplt20.com/ipl/IPLHeadshot2026/218.png
Shubham Dubey,20688,shubham-dubey,https://www.iplt20.com/players/shubham-dubey/20688,https://documents.iplt20.com/ipl/IPLHeadshot2026/3112.png
Vaibhav Sooryavanshi,22203,vaibhav-sooryavanshi,https://www.iplt20.com/players/vaibhav-sooryavanshi/22203,https://documents.iplt20.com/ipl/IPLHeadshot2026/3498.png
Donovan Ferreira,5652,donovan-ferreira,https://www.iplt20.com/players/donovan-ferreira/5652,https://documents.iplt20.com/ipl/IPLHeadshot2026/2033.png
Lhuan-dre Pretorious,22383,lhuan-dre-pretorious,https://www.iplt20.com/players/lhuan-dre-pretorious/22383,https://documents.iplt20.com/ipl/IPLHeadshot2026/2827.png
Aman Rao Perala,23034,aman-rao-perala,https://www.iplt20.com/players/aman-rao-perala/23034,https://documents.iplt20.com/ipl/IPLHeadshot2026/4552.png
Shimron Hetmyer,1705,shimron-hetmyer,https://www.iplt20.com/players/shimron-hetmyer/1705,https://documents.iplt20.com/ipl/IPLHeadshot2026/210.png
Yashasvi Jaiswal,13538,yashasvi-jaiswal,https://www.iplt20.com/players/yashasvi-jaiswal/13538,https://documents.iplt20.com/ipl/IPLHeadshot2026/533.png
Dhruv Jurel,20620,dhruv-jurel,https://www.iplt20.com/players/dhruv-jurel/20620,https://documents.iplt20.com/ipl/IPLHeadshot2026/1004.png
Riyan Parag,4445,riyan-parag,https://www.iplt20.com/players/riyan-parag/4445,https://documents.iplt20.com/ipl/IPLHeadshot2026/189.png
Yudhvir Singh Charak,10842,yudhvir-singh-charak,https://www.iplt20.com/players/yudhvir-singh-charak/10842,https://documents.iplt20.com/ipl/IPLHeadshot2026/587.png
Emanjot Chahal,33345,emanjot-chahal,https://www.iplt20.com/players/emanjot-chahal/33345,https://documents.iplt20.com/ipl/assets/images/Default-Men.png
Ravindra Jadeja,9,ravindra-jadeja,https://www.iplt20.com/players/ravindra-jadeja/9,https://documents.iplt20.com/ipl/IPLHeadshot2026/46.png
Dasun Shanaka,1095,dasun-shanaka,https://www.iplt20.com/players/dasun-shanaka/1095,https://documents.iplt20.com/ipl/IPLHeadshot2026/375.png
Jofra Archer,3502,jofra-archer,https://www.iplt20.com/players/jofra-archer/3502,https://documents.iplt20.com/ipl/IPLHeadshot2026/181.png
Tushar Deshpande,3257,tushar-deshpande,https://www.iplt20.com/players/tushar-deshpande/3257,https://documents.iplt20.com/ipl/IPLHeadshot2026/539.png
Kwena Maphaka,20724,kwena-maphaka,https://www.iplt20.com/players/kwena-maphaka/20724,https://documents.iplt20.com/ipl/IPLHeadshot2026/801.png
Ravi Bishnoi,19351,ravi-bishnoi,https://www.iplt20.com/players/ravi-bishnoi/19351,https://documents.iplt20.com/ipl/IPLHeadshot2026/520.png
Sushant Mishra,20695,sushant-mishra,https://www.iplt20.com/players/sushant-mishra/20695,https://documents.iplt20.com/ipl/IPLHeadshot2026/1016.png
Yash Raj Punja,23016,yash-raj-punja,https://www.iplt20.com/players/yash-raj-punja/23016,https://documents.iplt20.com/ipl/IPLHeadshot2026/4553.png
Vignesh Puthur,22266,vignesh-puthur,https://www.iplt20.com/players/vignesh-puthur/22266,https://documents.iplt20.com/ipl/IPLHeadshot2026/3566.png
Brijesh Sharma,23164,brijesh-sharma,https://www.iplt20.com/players/brijesh-sharma/23164,https://documents.iplt20.com/ipl/IPLHeadshot2026/4551.png
Adam Milne,434,adam-milne,https://www.iplt20.com/players/adam-milne/434,https://documents.iplt20.com/ipl/IPLHeadshot2026/157.png
Kuldeep Sen,20616,kuldeep-sen,https://www.iplt20.com/players/kuldeep-sen/20616,https://documents.iplt20.com/ipl/IPLHeadshot2026/1005.png
Sandeep Sharma,1112,sandeep-sharma,https://www.iplt20.com/players/sandeep-sharma/1112,https://documents.iplt20.com/ipl/IPLHeadshot2026/220.png
Nandre Burger,20716,nandre-burger,https://www.iplt20.com/players/nandre-burger/20716,https://documents.iplt20.com/ipl/IPLHeadshot2026/2806.png
